x1,x2,x3,x4,x5,y1,y2,y3,y4
7.0,6.0,20.0,12.0,4.0,156,1,2,0
22.0,25.0,36.0,12.0,4.0,1931,1,1,24
3.0,6.0,31.0,12.0,4.0,2308,1,2,0
2.0,6.0,12.0,12.0,4.0,4,1,1,9
23.0,0.0,8.0,9.0,4.0,1984,1,1,16
29.0,24.0,0.0,17.0,4.0,212,1,1,16
5.0,9.0,109.0,1.0,4.0,1437,1,1,17
18.0,27.0,44.0,8.0,4.0,1605,1,1,9
3.0,22.0,48.0,8.0,4.0,718,1,1,17
15.0,12.0,0.0,17.0,2.0,95,1,1,27
4.0,0.0,15.0,10.0,4.0,239,1,1,16
7.0,12.0,8.0,10.0,4.0,1094,1,1,27
7.0,6.0,518.6810302734375,8.800000190734863,7.0,857,1,2,0
7.0,6.0,518.6810302734375,8.800000190734863,7.0,1452,1,2,0
2.0,25.0,503.3900146484375,9.949999809265137,7.0,58,1,2,0
1.0,25.0,60.0,5.0,4.0,1494,1,2,0
24.0,6.0,81.0,5.0,0.0,2404,1,1,17
26.0,16.0,0.0,17.0,4.0,1575,0,9,23
23.0,16.0,6.0,8.0,4.0,1887,1,2,25
9.0,9.0,0.0,17.0,2.0,81,1,2,30
23.0,9.0,64.0,10.0,4.0,2201,1,2,30
23.0,15.0,0.0,17.0,4.0,1409,1,2,19
5.0,16.0,0.0,17.0,4.0,2183,1,1,28
26.0,25.0,68.0,5.0,4.0,13,1,2,0
2.0,25.0,0.0,17.0,4.0,1285,1,2,0
8.0,27.0,0.0,17.0,4.0,2346,1,2,0
8.0,25.0,0.0,17.0,4.0,970,1,2,0
26.0,0.0,0.0,17.0,4.0,1618,1,1,16
3.0,6.0,0.0,17.0,4.0,1796,1,1,27
10.0,7.0,0.0,17.0,4.0,2159,1,1,27
23.0,8.0,21.0,12.0,4.0,2289,1,1,24
15.0,25.0,103.0,1.0,4.0,1820,1,2,0
2.0,25.0,0.0,17.0,6.0,55,1,2,0
2.0,25.0,0.0,17.0,6.0,1993,1,2,0
2.0,25.0,0.0,17.0,6.0,558,1,2,0
4.0,6.0,39.0,12.0,4.0,845,1,1,27
29.0,24.0,607.0,9.0,4.0,1237,1,1,16
8.0,6.0,0.0,17.0,4.0,1556,1,1,22
21.0,2.0,0.0,17.0,4.0,267,1,1,4
2.0,25.0,69.0,1.0,4.0,2086,1,1,24
3.0,6.0,168.0,1.0,4.0,1693,1,1,27
25.0,6.0,0.0,17.0,4.0,62,1,1,27
2.0,6.0,19.0,13.0,4.0,2403,1,1,27
23.0,25.0,84.0,9.0,4.0,796,1,2,0
27.0,28.0,123.0,1.0,4.0,212,1,1,16
2.0,6.0,20.0,12.0,4.0,2132,1,1,9
4.0,6.0,0.0,17.0,4.0,2294,1,1,17
9.0,6.0,115.0,5.0,4.0,100,1,1,17
17.0,7.0,19.0,12.0,4.0,1702,1,7,20
3.0,16.0,0.0,17.0,4.0,1436,1,1,17
26.0,0.0,6.0,17.0,4.0,1953,1,1,11
26.0,7.0,58.0,5.0,4.0,2325,1,2,0
4.0,3.0,0.0,17.0,4.0,2184,1,1,28
9.0,7.0,115.0,5.0,4.0,2262,1,1,9
5.0,10.0,0.0,17.0,4.0,1635,1,1,17
7.0,12.0,95.0,12.0,4.0,1634,1,1,17
3.0,5.0,0.0,17.0,4.0,1422,1,1,17
5.0,6.0,0.0,17.0,4.0,926,1,1,9
2.0,6.0,499.0,9.0,4.0,1650,1,1,27
23.0,17.0,0.0,17.0,4.0,1396,1,2,30
30.0,6.0,51.0,5.0,4.0,1028,1,1,22
24.0,25.0,7.0,12.0,4.0,1288,1,2,0
2.0,11.0,0.0,17.0,4.0,1570,1,5,10
23.0,7.0,129.0,1.0,4.0,439,1,1,24
4.0,17.0,0.0,17.0,2.0,855,1,2,12
2.0,6.0,0.0,11.0,4.0,682,1,1,27
25.0,6.0,57.0,5.0,4.0,710,1,1,9
25.0,16.0,57.0,5.0,4.0,1933,1,1,9
26.0,16.0,12.0,12.0,4.0,2078,1,1,9
4.0,25.0,13.0,12.0,2.0,370,1,2,0
23.0,25.0,0.0,17.0,4.0,1569,1,2,0
7.0,25.0,10.0,12.0,4.0,2002,1,2,0
4.0,30.0,0.0,17.0,4.0,1059,1,1,17
4.0,16.0,86.0,12.0,4.0,136,1,1,9
2.0,25.0,119.0,1.0,4.0,2192,1,2,0
10.0,25.0,10.0,5.0,4.0,1965,1,2,0
3.0,25.0,1.75,17.0,4.0,1687,1,2,0
26.0,25.0,4.0,8.0,4.0,1144,1,2,0
23.0,12.0,0.0,17.0,4.0,1609,1,1,24
15.0,17.0,0.0,17.0,4.0,881,1,1,27
10.0,12.0,25.0,14.0,4.0,2190,1,2,0
2.0,6.0,70.0,17.0,4.0,2244,1,2,0
23.0,12.0,0.0,17.0,4.0,1950,1,2,0
4.0,25.0,23.0,12.0,4.0,1828,1,2,0
23.0,14.0,55.0,12.0,4.0,2402,1,1,32
7.0,25.0,562.0,4.0,6.0,1992,1,2,0
23.0,25.0,917.0,10.0,6.0,719,1,2,0
2.0,25.0,503.3900146484375,9.949999809265137,7.0,1190,1,2,0
4.0,30.0,20.0,12.0,4.0,892,1,2,0
4.0,6.0,0.0,17.0,4.0,179,1,2,0
7.0,6.0,0.0,17.0,4.0,1070,1,2,0
12.0,5.0,14.0,1.0,4.0,308,1,1,27
26.0,0.0,27.0,9.0,4.0,300,1,1,6
23.0,6.0,0.0,11.0,4.0,1799,1,2,0
25.0,29.0,0.0,17.0,6.0,885,1,2,0
23.0,7.0,0.0,17.0,4.0,1725,1,7,20
10.0,6.0,28.0,12.0,4.0,1244,2,8,21
5.0,6.0,0.0,17.0,4.0,1089,1,1,27
0.0,25.0,0.0,17.0,4.0,1630,1,1,24
5.0,6.0,0.0,17.0,4.0,923,1,2,0
2.0,6.0,93.0,1.0,4.0,1003,2,8,21
5.0,6.0,0.0,17.0,4.0,69,1,2,0
3.0,5.0,155.0,1.0,4.0,1327,1,1,17
7.0,29.0,0.0,1.7000000476837158,5.0,1225,1,2,12
10.0,12.0,0.0,17.0,4.0,654,1,1,17
1.0,27.0,72.0,8.0,4.0,1693,1,1,27
3.0,27.0,78.0,8.0,4.0,929,1,1,17
4.0,6.0,0.0,17.0,4.0,384,2,8,21
1.0,6.0,0.0,17.0,4.0,1061,1,1,17
25.0,28.0,0.0,17.0,4.0,322,1,1,16
22.0,9.0,0.0,17.0,4.0,919,1,1,17
2.0,6.0,27.0,13.0,4.0,1598,1,2,0
2.0,5.0,26.0,10.0,4.0,1858,1,1,17
16.0,24.0,238.0,5.0,4.0,1582,1,1,16
7.0,10.0,71.0,5.0,4.0,195,1,2,0
12.0,24.0,186.0,5.0,4.0,1920,1,1,16
3.0,25.0,0.0,17.0,4.0,759,1,2,0
24.0,6.0,428.0,8.0,7.0,2404,1,1,17
16.0,25.0,9.0,9.0,4.0,1591,1,1,16
4.0,17.0,17.0,12.0,2.0,2366,1,2,25
26.0,5.0,0.0,17.0,2.0,1698,1,1,27
9.0,27.0,129.0,1.0,4.0,2,1,1,9
30.0,27.0,149.0,1.0,4.0,31,1,1,17
17.0,13.0,0.0,17.0,4.0,164,1,1,16
26.0,13.0,8.0,10.0,4.0,1307,1,1,11
24.0,17.0,140.32000732421875,5.570000171661377,7.0,1236,1,2,0
6.0,25.0,0.0,17.0,3.0,1291,1,2,0
7.0,6.0,26.0,12.0,4.0,1164,1,2,0
29.0,2.0,0.0,17.0,4.0,2395,1,1,11
1.0,6.0,0.0,17.0,4.0,2203,1,1,24
1.0,27.0,0.0,17.0,4.0,389,2,8,21
3.0,6.0,0.0,17.0,4.0,1031,1,1,17
7.0,12.0,0.0,17.0,4.0,2136,1,1,27
23.0,18.0,49.0,12.0,4.0,1978,1,2,0
4.0,12.0,587.0,5.0,4.0,207,1,1,17
5.0,25.0,0.0,17.0,4.0,1578,1,2,0
7.0,6.0,636.0,5.0,4.0,1856,1,1,27
17.0,16.0,23.0,12.0,4.0,2085,1,1,9
10.0,25.0,13.0,12.0,2.0,511,1,2,0
7.0,10.0,83.0,12.0,4.0,2188,1,1,17
5.0,5.0,502.0,9.0,4.0,329,1,1,17
17.0,25.0,62.0,12.0,4.0,340,1,1,16
17.0,7.0,18.0,12.0,2.0,1864,1,2,0
25.0,6.0,0.0,17.0,4.0,2136,1,1,27
7.0,16.0,0.0,17.0,4.0,598,1,1,17
26.0,17.0,123.0,1.0,4.0,1770,1,1,17
2.0,9.0,0.0,17.0,4.0,2172,1,1,17
2.0,25.0,0.0,17.0,4.0,705,1,1,17
23.0,25.0,0.0,17.0,4.0,1340,1,2,0
10.0,25.0,21.0,12.0,2.0,470,1,2,0
17.0,25.0,11.0,12.0,2.0,345,1,1,16
23.0,25.0,267.0,8.0,4.0,453,1,2,0
7.0,6.0,636.0,5.0,4.0,1486,1,2,0
2.0,27.0,0.0,17.0,4.0,132,1,1,9
17.0,7.0,0.0,17.0,4.0,1216,1,1,24
7.0,6.0,520.0,5.0,4.0,1798,1,2,0
29.0,25.0,12.0,12.0,4.0,1521,1,1,24
2.0,6.0,0.0,17.0,4.0,2217,1,2,0
2.0,6.0,581.0,5.0,4.0,705,1,1,17
23.0,5.0,71.0,1.0,4.0,1513,1,1,17
7.0,6.0,561.0,5.0,4.0,1096,1,1,27
4.0,6.0,630.0,5.0,4.0,318,1,1,27
13.0,9.0,500.0,9.0,4.0,696,1,1,9
22.0,5.0,0.0,17.0,4.0,1091,1,1,17
12.0,25.0,0.0,17.0,2.0,1970,1,2,0
5.0,12.0,11.0,12.0,4.0,350,1,1,9
22.0,5.0,0.0,17.0,4.0,2406,1,1,27
17.0,7.0,64.0,8.0,4.0,1778,1,1,27
4.0,6.0,0.0,17.0,4.0,2292,1,1,17
7.0,24.0,254.0,5.0,4.0,1258,1,1,16
2.0,6.0,0.0,17.0,4.0,2271,1,1,27
1.0,9.0,90.0,1.0,4.0,1064,1,1,17
25.0,18.0,56.0,5.0,4.0,1527,1,1,24
4.0,6.0,0.0,17.0,4.0,1624,1,1,17
1.0,19.0,77.0,1.0,4.0,2113,1,1,27
4.0,0.0,0.0,17.0,4.0,2393,1,1,17
2.0,6.0,33.0,12.0,4.0,981,1,1,9
23.0,18.0,22.0,10.0,4.0,1524,1,1,24
4.0,6.0,79.0,5.0,4.0,615,1,1,17
6.0,25.0,0.0,17.0,0.0,2275,1,2,0
5.0,0.0,42.0,12.0,2.0,1478,1,1,16
2.0,6.0,99.0,1.0,4.0,846,1,1,27
15.0,12.0,173.0,5.0,4.0,714,1,1,9
25.0,6.0,88.0,8.0,4.0,880,1,1,27
10.0,6.0,0.0,17.0,4.0,593,2,8,21
23.0,7.0,12.0,12.0,4.0,437,1,1,24
5.0,25.0,0.0,17.0,7.0,1831,1,2,0
10.0,6.0,0.0,17.0,4.0,1270,1,2,0
3.0,6.0,30.0,12.0,4.0,2409,1,1,27
7.0,27.0,30.0,13.0,4.0,2124,1,1,17
7.0,16.0,46.0,12.0,2.0,1371,1,2,25
4.0,6.0,10.0,12.0,4.0,2272,1,1,27
23.0,27.0,0.0,17.0,4.0,9,1,1,9
25.0,6.0,37.0,12.0,4.0,2119,1,1,17
10.0,6.0,9.0,12.0,4.0,1976,1,2,0
4.0,5.0,13.0,5.0,4.0,9,1,1,9
29.0,17.0,103.0,5.0,4.0,1614,0,9,23
25.0,12.0,85.0,5.0,4.0,626,1,1,17
15.0,16.0,9.0,12.0,2.0,720,1,1,9
1.0,6.0,27.0,5.0,4.0,1453,1,2,0
15.0,16.0,59.0,5.0,4.0,1771,1,1,17
15.0,16.0,5.0,10.0,4.0,1476,1,1,9
29.0,16.0,17.0,5.0,2.0,1884,1,2,25
1.0,25.0,0.0,17.0,4.0,779,1,2,0
18.0,6.0,15.0,12.0,4.0,2119,1,1,17
7.0,25.0,0.0,17.0,4.0,765,1,2,0
25.0,10.0,18.0,10.0,4.0,1093,1,1,27
25.0,16.0,35.0,10.0,4.0,828,1,1,17
25.0,25.0,71.0,5.0,4.0,45,1,2,0
25.0,16.0,114.0,5.0,4.0,931,1,1,17
25.0,16.0,45.0,10.0,4.0,833,1,1,17
2.0,16.0,106.0,1.0,4.0,829,1,1,17
2.0,9.0,0.0,17.0,4.0,2201,1,2,30
7.0,10.0,0.0,17.0,4.0,1469,1,1,27
25.0,0.0,45.0,12.0,2.0,1584,1,1,16
15.0,16.0,48.0,17.0,4.0,1474,1,1,9
15.0,16.0,0.0,17.0,4.0,379,1,2,25
25.0,16.0,61.0,8.0,4.0,834,1,1,17
4.0,6.0,1.0,17.0,4.0,1058,1,1,17
18.0,16.0,114.0,1.0,4.0,1895,1,2,25
22.0,16.0,110.0,5.0,4.0,1946,1,1,9
4.0,12.0,36.0,12.0,4.0,157,1,2,0
20.0,25.0,45.0,10.0,4.0,1686,1,2,0
3.0,27.0,127.0,1.0,4.0,1989,1,1,27
15.0,16.0,30.0,17.0,4.0,835,1,1,17
2.0,25.0,37.0,12.0,4.0,1754,1,2,0
8.0,9.0,0.0,17.0,4.0,2117,1,2,19
2.0,6.0,45.0,12.0,4.0,2415,1,2,0
17.0,5.0,0.0,17.0,2.0,1322,1,1,17
2.0,9.0,0.0,17.0,4.0,1063,1,1,17
23.0,5.0,296.0,12.0,4.0,310,1,1,17
23.0,25.0,296.0,12.0,4.0,1363,1,1,24
4.0,16.0,192.0,8.0,4.0,830,1,1,17
10.0,25.0,247.0,5.0,4.0,2199,1,2,0
7.0,10.0,289.0,5.0,4.0,2215,1,1,27
25.0,25.0,56.0,14.0,4.0,1019,1,2,0
5.0,13.0,61.0,14.0,2.0,2189,1,1,11
22.0,16.0,70.0,5.0,4.0,936,1,1,17
4.0,6.0,165.0,5.0,4.0,1262,1,2,0
23.0,6.0,20.0,8.0,4.0,1514,1,1,27
16.0,29.0,22.0,13.0,4.0,1566,1,1,27
10.0,25.0,31.0,9.0,4.0,1189,1,2,0
30.0,16.0,114.0,1.0,4.0,2116,1,1,9
23.0,25.0,0.0,17.0,4.0,355,1,2,0
7.0,16.0,1105.0,10.0,6.0,2115,1,1,27
6.0,6.0,601.0,12.0,6.0,369,1,2,0
6.0,6.0,601.0,12.0,6.0,369,1,2,0
4.0,6.0,601.0,12.0,6.0,2418,1,2,0
6.0,6.0,599.0,12.0,6.0,369,1,2,0
7.0,25.0,570.0,8.0,6.0,1291,1,2,0
4.0,24.0,166.0,8.0,4.0,670,1,1,11
30.0,26.0,0.0,17.0,4.0,27,1,1,27
2.0,6.0,602.0,12.0,6.0,1571,1,2,0
1.0,18.0,0.0,17.0,4.0,691,2,8,21
15.0,6.0,0.0,17.0,4.0,386,2,8,21
23.0,25.0,899.0,10.0,6.0,2051,1,2,0
24.0,25.0,0.0,17.0,2.0,2071,1,1,16
2.0,6.0,39.0,12.0,4.0,295,1,2,0
23.0,25.0,0.0,17.0,4.0,795,1,2,0
24.0,9.0,109.0,1.0,4.0,1594,1,1,11
4.0,0.0,11.0,9.0,4.0,1899,1,1,16
26.0,16.0,0.0,17.0,4.0,1938,1,1,9
2.0,6.0,0.0,17.0,2.0,2087,1,2,0
4.0,6.0,0.0,17.0,4.0,1745,1,1,9
7.0,6.0,55.0,9.0,4.0,272,1,2,29
2.0,5.0,7.0,10.0,4.0,40,1,1,17
12.0,18.0,14.0,5.0,4.0,1212,1,1,24
10.0,25.0,15.0,12.0,4.0,510,1,2,0
17.0,25.0,177.3699951171875,7.260000228881836,7.0,758,1,2,0
23.0,25.0,0.0,17.0,4.0,559,1,2,0
2.0,6.0,0.0,17.0,4.0,1429,1,1,17
7.0,20.0,8.0,12.0,4.0,1297,2,8,21
10.0,12.0,23.0,9.0,4.0,1837,1,1,17
10.0,20.0,47.0,13.0,4.0,1399,1,2,0
6.0,20.0,26.0,12.0,4.0,67,1,2,0
4.0,25.0,0.0,17.0,4.0,1111,1,2,0
9.0,18.0,9.0,9.0,2.0,1644,1,2,0
4.0,25.0,43.0,13.0,4.0,1133,1,2,0
15.0,25.0,8.0,12.0,4.0,1348,1,2,0
4.0,25.0,27.0,12.0,4.0,588,1,2,0
13.0,20.0,9.0,11.0,4.0,652,1,1,27
4.0,20.0,8.0,9.0,4.0,2315,1,2,0
12.0,25.0,70.0,12.0,4.0,1278,1,2,0
5.0,25.0,0.0,17.0,4.0,899,1,2,0
10.0,20.0,11.0,12.0,4.0,1402,1,2,0
10.0,21.0,73.0,5.0,4.0,217,1,1,24
10.0,18.0,68.0,5.0,4.0,217,1,1,24
4.0,20.0,0.0,17.0,4.0,2212,1,1,27
10.0,12.0,28.0,10.0,4.0,1967,1,2,0
4.0,25.0,0.0,17.0,4.0,408,1,2,0
10.0,25.0,13.0,12.0,4.0,2280,1,2,0
10.0,12.0,11.0,12.0,2.0,1343,1,2,0
23.0,25.0,0.0,17.0,4.0,781,1,2,0
15.0,25.0,94.0,8.0,4.0,557,1,2,0
9.0,27.0,22.0,12.0,2.0,1493,1,2,0
6.0,20.0,0.0,17.0,4.0,1532,1,2,0
10.0,21.0,27.0,5.0,2.0,275,1,1,17
30.0,25.0,0.0,17.0,4.0,1127,1,2,0
2.0,30.0,28.0,12.0,2.0,434,1,2,0
10.0,20.0,5.0,9.0,4.0,983,1,1,24
23.0,25.0,0.0,17.0,4.0,763,1,2,0
10.0,18.0,44.0,12.0,4.0,1444,1,2,0
23.0,25.0,22.0,12.0,4.0,757,1,2,0
2.0,6.0,77.0,5.0,4.0,2227,1,2,0
23.0,7.0,0.0,17.0,4.0,407,1,2,0
2.0,25.0,33.0,10.0,4.0,569,1,2,0
2.0,25.0,0.0,17.0,4.0,2015,1,2,0
8.0,25.0,0.0,17.0,4.0,748,1,2,0
26.0,30.0,20.0,13.0,4.0,1081,1,2,0
12.0,25.0,0.0,17.0,4.0,1359,1,2,0
10.0,20.0,6.0,12.0,4.0,2229,1,2,0
9.0,20.0,34.0,17.0,4.0,86,1,2,0
23.0,25.0,78.0,1.0,4.0,802,1,2,0
4.0,20.0,9.0,10.0,4.0,1553,1,1,22
4.0,27.0,22.0,8.0,4.0,263,1,1,9
4.0,12.0,0.0,17.0,4.0,390,1,1,9
4.0,20.0,14.0,8.0,4.0,1551,1,1,22
4.0,20.0,0.0,17.0,4.0,1182,1,1,17
20.0,21.0,6.0,10.0,4.0,992,1,2,0
2.0,30.0,4.0,11.0,4.0,753,1,2,0
7.0,25.0,0.0,17.0,2.0,1848,1,2,0
3.0,20.0,32.0,11.0,4.0,1555,1,1,22
4.0,18.0,9.0,12.0,4.0,890,1,2,0
7.0,25.0,70.0,12.0,4.0,1816,1,2,0
18.0,25.0,13.0,10.0,4.0,18,1,2,0
25.0,25.0,70.0,1.0,4.0,976,1,2,0
2.0,20.0,0.0,17.0,4.0,156,1,2,0
2.0,20.0,15.0,13.0,4.0,104,2,8,21
2.0,12.0,10.0,13.0,4.0,1711,2,8,21
2.0,27.0,0.0,17.0,4.0,2286,1,1,17
10.0,20.0,15.0,13.0,2.0,281,1,2,0
4.0,25.0,8.0,13.0,4.0,967,1,2,0
4.0,20.0,0.0,17.0,4.0,611,1,1,27
10.0,20.0,52.0,14.0,4.0,152,1,2,0
2.0,25.0,119.0,1.0,4.0,1811,1,2,0
6.0,20.0,30.0,14.0,4.0,2106,1,2,0
9.0,27.0,36.0,12.0,4.0,360,1,1,27
15.0,25.0,0.0,17.0,4.0,1111,1,2,0
2.0,25.0,43.0,8.0,4.0,1103,1,2,0
4.0,25.0,5.0,8.0,4.0,410,1,2,0
2.0,20.0,0.0,17.0,4.0,591,2,8,21
7.0,6.0,30.0,12.0,4.0,2103,1,2,0
7.0,25.0,94.0,1.0,4.0,231,1,2,0
7.0,20.0,0.0,17.0,4.0,1753,1,2,0
25.0,6.0,0.0,17.0,4.0,1602,1,2,0
10.0,25.0,0.0,17.0,2.0,974,1,2,0
2.0,25.0,24.0,12.0,2.0,399,1,2,0
10.0,20.0,4.0,9.0,4.0,1358,1,2,0
23.0,25.0,0.0,17.0,4.0,396,1,2,0
25.0,25.0,0.0,17.0,4.0,1202,1,2,0
1.0,8.0,127.0,5.0,4.0,912,1,1,24
10.0,25.0,14.0,12.0,4.0,448,1,2,0
6.0,25.0,147.0,5.0,4.0,451,1,2,0
15.0,30.0,14.0,5.0,4.0,368,1,2,0
12.0,12.0,49.0,12.0,4.0,1927,1,2,0
4.0,20.0,36.0,5.0,4.0,886,1,2,0
10.0,25.0,7.0,12.0,2.0,482,1,2,0
12.0,10.0,530.0,12.0,4.0,1794,1,1,27
8.0,20.0,0.0,17.0,4.0,2167,1,1,17
29.0,27.0,0.0,17.0,4.0,2090,1,1,9
17.0,7.0,0.0,17.0,2.0,656,1,2,0
15.0,10.0,0.0,17.0,4.0,2247,1,2,29
22.0,25.0,8.0,9.0,2.0,953,1,2,0
1.0,26.0,84.0,12.0,4.0,2234,1,1,27
9.0,26.0,0.0,17.0,4.0,2234,1,1,27
2.0,20.0,0.0,17.0,4.0,2225,1,2,0
2.0,25.0,0.0,17.0,4.0,1110,1,2,0
30.0,25.0,0.0,17.0,4.0,53,1,2,0
2.0,6.0,24.0,12.0,4.0,195,1,2,0
26.0,27.0,0.0,17.0,4.0,957,1,2,0
2.0,10.0,108.0,5.0,4.0,2216,1,1,27
23.0,25.0,0.0,17.0,4.0,1119,1,2,0
7.0,12.0,0.0,11.0,4.0,1451,1,2,0
12.0,7.0,11.0,13.0,4.0,1864,1,2,0
22.0,25.0,52.0,12.0,2.0,908,1,1,13
2.0,10.0,0.0,17.0,4.0,580,1,1,27
25.0,12.0,63.0,8.0,4.0,1638,1,1,9
24.0,20.0,69.0,5.0,4.0,2163,1,1,16
2.0,12.0,0.0,17.0,4.0,2387,1,2,0
23.0,12.0,0.0,17.0,4.0,1428,1,1,17
4.0,20.0,0.0,17.0,4.0,1505,1,1,27
16.0,27.0,17.0,9.0,4.0,98,1,1,27
3.0,11.0,0.0,17.0,2.0,740,1,1,27
16.0,12.0,37.0,8.0,4.0,2372,1,2,25
16.0,25.0,0.0,17.0,4.0,1827,1,2,0
3.0,18.0,0.0,17.0,2.0,878,2,8,21
23.0,25.0,43.0,5.0,4.0,1129,1,2,0
22.0,6.0,0.0,17.0,2.0,867,1,2,0
10.0,25.0,22.0,9.0,4.0,2007,1,2,0
4.0,25.0,18.0,12.0,4.0,2280,1,2,0
17.0,7.0,35.0,14.0,2.0,2144,1,1,16
4.0,20.0,0.0,17.0,4.0,1105,1,1,9
10.0,20.0,110.0,1.0,4.0,1803,2,8,21
8.0,20.0,0.0,17.0,4.0,296,1,2,0
8.0,20.0,576.0,1.0,4.0,180,1,2,0
2.0,16.0,65.0,5.0,4.0,1897,1,2,25
9.0,26.0,0.0,17.0,4.0,2234,1,1,27
25.0,25.0,45.0,5.0,4.0,2013,1,2,0
25.0,25.0,0.0,17.0,4.0,1763,1,2,0
22.0,27.0,126.0,1.0,4.0,29,1,2,0
8.0,20.0,47.0,9.0,4.0,988,1,2,0
7.0,25.0,794.0,10.0,2.0,1674,1,2,0
2.0,25.0,82.0,5.0,4.0,1116,1,2,0
24.0,25.0,133.35000610351562,6.28000020980835,7.0,1199,1,2,0
2.0,25.0,98.0,5.0,4.0,566,1,2,0
23.0,10.0,43.0,1.0,2.0,1566,1,1,27
5.0,6.0,0.0,17.0,4.0,1399,1,2,0
7.0,25.0,0.0,17.0,6.0,483,1,2,0
7.0,25.0,0.0,17.0,6.0,237,1,2,0
10.0,25.0,380.0,13.0,6.0,1200,1,2,0
7.0,25.0,1576.0,8.0,4.0,1671,1,2,0
2.0,25.0,0.0,17.0,4.0,316,1,2,0
2.0,0.0,0.0,11.0,2.0,1583,1,1,16
18.0,6.0,151.0,5.0,4.0,196,1,1,9
23.0,25.0,134.0,1.0,4.0,783,1,2,0
7.0,6.0,63.0,12.0,4.0,339,1,1,16
3.0,6.0,34.0,5.0,4.0,2218,1,2,0
25.0,25.0,0.0,17.0,4.0,1849,1,2,0
2.0,25.0,6.0,8.0,4.0,2290,1,1,24
10.0,25.0,32.0,13.0,4.0,1148,1,2,0
12.0,5.0,27.0,12.0,4.0,1062,1,1,17
3.0,27.0,11.0,11.0,4.0,2341,1,2,0
15.0,25.0,14.0,5.0,4.0,2299,1,1,24
23.0,25.0,0.0,17.0,4.0,781,1,2,0
24.0,25.0,133.35000610351562,6.28000020980835,7.0,1186,1,2,0
10.0,6.0,0.0,17.0,4.0,912,1,1,24
10.0,25.0,23.0,12.0,2.0,539,1,2,0
10.0,25.0,61.0,10.0,4.0,510,1,2,0
4.0,30.0,70.0,17.0,4.0,1580,1,2,0
2.0,25.0,69.0,10.0,4.0,925,1,6,14
10.0,25.0,42.0,12.0,4.0,1690,1,2,0
2.0,25.0,15.0,12.0,4.0,1356,1,1,24
23.0,25.0,27.0,12.0,4.0,617,1,2,0
7.0,25.0,50.0,12.0,4.0,1338,1,2,0
25.0,25.0,43.0,10.0,4.0,1136,1,2,0
6.0,25.0,3.0,9.0,3.0,536,1,2,0
2.0,25.0,0.0,17.0,4.0,1245,1,2,0
23.0,10.0,0.0,17.0,4.0,1566,1,1,27
23.0,25.0,0.0,8.0,4.0,1539,1,2,0
17.0,25.0,6.0,12.0,2.0,345,1,1,16
7.0,25.0,0.0,17.0,6.0,452,1,2,0
7.0,25.0,0.0,17.0,6.0,545,1,2,0
7.0,25.0,0.0,17.0,6.0,533,1,2,0
4.0,6.0,68.0,5.0,4.0,615,1,1,17
15.0,16.0,28.0,9.0,4.0,288,1,1,9
7.0,0.0,9.0,9.0,4.0,1263,1,1,9
6.0,6.0,35.0,12.0,4.0,2104,1,2,0
5.0,25.0,71.0,1.0,4.0,925,1,6,14
2.0,6.0,12.0,12.0,4.0,1553,1,1,22
2.0,6.0,10.0,12.0,4.0,155,1,2,0
10.0,6.0,0.0,17.0,4.0,615,1,1,17
10.0,25.0,48.0,5.0,4.0,912,1,1,24
2.0,25.0,0.0,17.0,4.0,1823,1,2,0
8.0,27.0,0.0,17.0,4.0,1913,1,1,17
26.0,15.0,16.0,13.0,4.0,1412,1,2,19
1.0,6.0,27.0,14.0,4.0,1550,1,1,22
9.0,27.0,347.0,5.0,4.0,921,1,2,0
2.0,25.0,2.25,9.0,4.0,2417,1,2,0
2.0,25.0,46.0,12.0,4.0,486,1,2,0
2.0,25.0,49.0,12.0,4.0,778,1,2,0
2.0,25.0,0.0,17.0,4.0,498,1,2,0
2.0,25.0,267.0,1.0,4.0,1926,1,2,0
9.0,16.0,551.0,12.0,4.0,930,1,1,17
5.0,25.0,27.0,12.0,4.0,784,1,2,0
30.0,25.0,0.0,17.0,4.0,784,1,2,0
4.0,6.0,0.0,17.0,2.0,1358,1,2,0
2.0,6.0,88.0,12.0,4.0,364,1,2,0
2.0,10.0,12.0,12.0,4.0,1395,1,1,27
2.0,25.0,89.0,8.0,4.0,2194,1,2,0
8.0,6.0,0.0,17.0,4.0,2420,1,2,0
23.0,27.0,33.0,12.0,4.0,2344,1,2,0
2.0,25.0,0.0,17.0,6.0,1993,1,2,0
8.0,5.0,0.0,17.0,2.0,1683,1,2,0
1.0,6.0,16.0,12.0,4.0,1803,2,8,21
10.0,28.0,13.0,12.0,2.0,175,1,1,16
5.0,10.0,42.0,12.0,4.0,677,1,1,27
10.0,6.0,0.0,17.0,4.0,1021,1,1,32
25.0,0.0,8.0,9.0,4.0,1585,1,1,16
10.0,12.0,13.0,10.0,4.0,859,1,1,16
16.0,25.0,0.0,17.0,4.0,334,1,1,16
4.0,0.0,36.0,12.0,4.0,2374,1,1,16
2.0,6.0,7.0,10.0,4.0,578,1,1,27
2.0,25.0,81.0,5.0,4.0,1631,1,1,24
5.0,6.0,27.0,13.0,4.0,1432,1,1,17
25.0,6.0,34.0,5.0,4.0,640,1,1,27
7.0,0.0,0.0,9.0,4.0,2209,1,1,16
